pair_id,definition_id,ddinter_id_a,drug_a,drugbank_id_a,ddinter_id_b,drug_b,drugbank_id_b,severity,mechanism,pair_key,detail_url,scraped_at
1159416,-1,DDInter384,Ciprofloxacin,DB00537,DDInter216,Bisoprolol,DB00612,Unknown,Unknown,DDInter216|DDInter384,https://ddinter.scbdd.com/ddinter/interact/1159416,2026-09-09T20:07:14+00:00
1159418,-1,DDInter1174,Methotrexate,DB00563,DDInter216,Bisoprolol,DB00612,Unknown,Unknown,DDInter1174|DDInter216,https://ddinter.scbdd.com/ddinter/interact/1159418,2026-09-09T20:07:14+00:00
1159419,-1,DDInter293,Carbamazepine,DB00564,DDInter216,Bisoprolol,DB00612,Unknown,Unknown,DDInter216|DDInter293,https://ddinter.scbdd.com/ddinter/interact/1159419,2026-09-09T20:07:14+00:00
1159421,-1,DDInter638,Enalapril,DB00584,DDInter216,Bisoprolol,DB00612,Unknown,Unknown,DDInter216|DDInter638,https://ddinter.scbdd.com/ddinter/interact/1159421,2026-09-09T20:07:14+00:00
1159422,-1,DDInter216,Bisoprolol,DB00612,DDInter1675,Simvastatin,DB00641,Unknown,Unknown,DDInter1675|DDInter216,https://ddinter.scbdd.com/ddinter/interact/1159422,2026-09-09T20:07:14+00:00
1159424,-1,DDInter216,Bisoprolol,DB00612,DDInter1095,Losartan,DB00678,Unknown,Unknown,DDInter1095|DDInter216,https://ddinter.scbdd.com/ddinter/interact/1159424,2026-09-09T20:07:14+00:00
1159425,-1,DDInter216,Bisoprolol,DB00612,DDInter1951,Warfarin,DB00682,Unknown,Unknown,DDInter1951|DDInter216,https://ddinter.scbdd.com/ddinter/interact/1159425,2026-09-09T20:07:14+00:00
1159430,-1,DDInter216,Bisoprolol,DB00612,DDInter413,Clopidogrel,DB00758,Unknown,Unknown,DDInter216|DDInter413,https://ddinter.scbdd.com/ddinter/interact/1159430,2026-09-09T20:07:14+00:00
1159438,-1,DDInter216,Bisoprolol,DB00612,DDInter1735,Tacrolimus,DB00864,Unknown,Unknown,DDInter1735|DDInter216,https://ddinter.scbdd.com/ddinter/interact/1159438,2026-09-09T20:07:14+00:00
1159445,-1,DDInter216,Bisoprolol,DB00612,DDInter1202,Metronidazole,DB00916,Unknown,Unknown,DDInter1202|DDInter216,https://ddinter.scbdd.com/ddinter/interact/1159445,2026-09-09T20:07:15+00:00
1159461,-1,DDInter216,Bisoprolol,DB00612,DDInter1622,Rosuvastatin,DB01098,Unknown,Unknown,DDInter1622|DDInter216,https://ddinter.scbdd.com/ddinter/interact/1159461,2026-09-09T20:07:14+00:00
1159465,-1,DDInter216,Bisoprolol,DB00612,DDInter305,Carvedilol,DB01136,Unknown,Unknown,DDInter216|DDInter305,https://ddinter.scbdd.com/ddinter/interact/1159465,2026-09-09T20:07:15+00:00
1159468,-1,DDInter216,Bisoprolol,DB00612,DDInter393,Clarithromycin,DB01211,Unknown,Unknown,DDInter216|DDInter393,https://ddinter.scbdd.com/ddinter/interact/1159468,2026-09-09T20:07:15+00:00
1159469,-1,DDInter216,Bisoprolol,DB00612,DDInter334,Ceftriaxone,DB01212,Unknown,Unknown,DDInter216|DDInter334,https://ddinter.scbdd.com/ddinter/interact/1159469,2026-09-09T20:07:15+00:00
1160681,-1,DDInter608,Duloxetine,DB00476,DDInter1675,Simvastatin,DB00641,Unknown,Unknown,DDInter1675|DDInter608,https://ddinter.scbdd.com/ddinter/interact/1160681,2026-09-09T20:07:16+00:00
1160728,-1,DDInter1675,Simvastatin,DB00641,DDInter118,Aripiprazole,DB01238,Unknown,Unknown,DDInter118|DDInter1675,https://ddinter.scbdd.com/ddinter/interact/1160728,2026-09-09T20:07:16+00:00
1161816,-1,DDInter1915,Valsartan,DB00177,DDInter1095,Losartan,DB00678,Unknown,Unknown,DDInter1095|DDInter1915,https://ddinter.scbdd.com/ddinter/interact/1161816,2026-09-09T20:07:16+00:00
1161836,-1,DDInter1927,Venlafaxine,DB00285,DDInter1095,Losartan,DB00678,Unknown,Unknown,DDInter1095|DDInter1927,https://ddinter.scbdd.com/ddinter/interact/1161836,2026-09-09T20:07:17+00:00
1161842,-1,DDInter1164,Metformin,DB00331,DDInter1095,Losartan,DB00678,Unknown,Unknown,DDInter1095|DDInter1164,https://ddinter.scbdd.com/ddinter/interact/1161842,2026-09-09T20:07:16+00:00
1161844,-1,DDInter1340,Omeprazole,DB00338,DDInter1095,Losartan,DB00678,Unknown,Unknown,DDInter1095|DDInter1340,https://ddinter.scbdd.com/ddinter/interact/1161844,2026-09-09T20:07:16+00:00
1161866,-1,DDInter608,Duloxetine,DB00476,DDInter1095,Losartan,DB00678,Unknown,Unknown,DDInter1095|DDInter608,https://ddinter.scbdd.com/ddinter/interact/1161866,2026-09-09T20:07:16+00:00
1161882,-1,DDInter1174,Methotrexate,DB00563,DDInter1095,Losartan,DB00678,Unknown,Unknown,DDInter1095|DDInter1174,https://ddinter.scbdd.com/ddinter/interact/1161882,2026-09-09T20:07:16+00:00
1161889,-1,DDInter1675,Simvastatin,DB00641,DDInter1095,Losartan,DB00678,Unknown,Unknown,DDInter1095|DDInter1675,https://ddinter.scbdd.com/ddinter/interact/1161889,2026-09-09T20:07:17+00:00
1161896,-1,DDInter1095,Losartan,DB00678,DDInter1951,Warfarin,DB00682,Unknown,Unknown,DDInter1095|DDInter1951,https://ddinter.scbdd.com/ddinter/interact/1161896,2026-09-09T20:07:16+00:00
1161922,-1,DDInter1095,Losartan,DB00678,DDInter1202,Metronidazole,DB00916,Unknown,Unknown,DDInter1095|DDInter1202,https://ddinter.scbdd.com/ddinter/interact/1161922,2026-09-09T20:07:16+00:00
1161956,-1,DDInter1095,Losartan,DB00678,DDInter1622,Rosuvastatin,DB01098,Unknown,Unknown,DDInter1095|DDInter1622,https://ddinter.scbdd.com/ddinter/interact/1161956,2026-09-09T20:07:16+00:00
1161977,-1,DDInter1095,Losartan,DB00678,DDInter393,Clarithromycin,DB01211,Unknown,Unknown,DDInter1095|DDInter393,https://ddinter.scbdd.com/ddinter/interact/1161977,2026-09-09T20:07:18+00:00
1162236,-1,DDInter1951,Warfarin,DB00682,DDInter118,Aripiprazole,DB01238,Unknown,Unknown,DDInter118|DDInter1951,https://ddinter.scbdd.com/ddinter/interact/1162236,2026-09-09T20:07:18+00:00
1162331,-1,DDInter1915,Valsartan,DB00177,DDInter790,Furosemide,DB00695,Unknown,Unknown,DDInter1915|DDInter790,https://ddinter.scbdd.com/ddinter/interact/1162331,2026-09-09T20:07:17+00:00
1162366,-1,DDInter1707,Spironolactone,DB00421,DDInter790,Furosemide,DB00695,Unknown,Unknown,DDInter1707|DDInter790,https://ddinter.scbdd.com/ddinter/interact/1162366,2026-09-09T20:07:17+00:00
1162382,-1,DDInter1607,Ritonavir,DB00503,DDInter790,Furosemide,DB00695,Unknown,Unknown,DDInter1607|DDInter790,https://ddinter.scbdd.com/ddinter/interact/1162382,2026-09-09T20:07:17+00:00
1162390,-1,DDInter1020,Lamotrigine,DB00555,DDInter790,Furosemide,DB00695,Unknown,Unknown,DDInter1020|DDInter790,https://ddinter.scbdd.com/ddinter/interact/1162390,2026-09-09T20:07:17+00:00
1162393,-1,DDInter1174,Methotrexate,DB00563,DDInter790,Furosemide,DB00695,Unknown,Unknown,DDInter1174|DDInter790,https://ddinter.scbdd.com/ddinter/interact/1162393,2026-09-09T20:07:17+00:00
1162403,-1,DDInter1675,Simvastatin,DB00641,DDInter790,Furosemide,DB00695,Unknown,Unknown,DDInter1675|DDInter790,https://ddinter.scbdd.com/ddinter/interact/1162403,2026-09-09T20:07:18+00:00
1162413,-1,DDInter1095,Losartan,DB00678,DDInter790,Furosemide,DB00695,Unknown,Unknown,DDInter1095|DDInter790,https://ddinter.scbdd.com/ddinter/interact/1162413,2026-09-09T20:07:17+00:00
1162414,-1,DDInter1951,Warfarin,DB00682,DDInter790,Furosemide,DB00695,Unknown,Unknown,DDInter1951|DDInter790,https://ddinter.scbdd.com/ddinter/interact/1162414,2026-09-09T20:07:17+00:00
1162438,-1,DDInter790,Furosemide,DB00695,DDInter1735,Tacrolimus,DB00864,Unknown,Unknown,DDInter1735|DDInter790,https://ddinter.scbdd.com/ddinter/interact/1162438,2026-09-09T20:07:18+00:00
1162448,-1,DDInter790,Furosemide,DB00695,DDInter1202,Metronidazole,DB00916,Unknown,Unknown,DDInter1202|DDInter790,https://ddinter.scbdd.com/ddinter/interact/1162448,2026-09-09T20:07:18+00:00
1162477,-1,DDInter790,Furosemide,DB00695,DDInter1590,Rifampicin,DB01045,Unknown,Unknown,DDInter1590|DDInter790,https://ddinter.scbdd.com/ddinter/interact/1162477,2026-09-09T20:07:18+00:00
1162484,-1,DDInter790,Furosemide,DB00695,DDInter1622,Rosuvastatin,DB01098,Unknown,Unknown,DDInter1622|DDInter790,https://ddinter.scbdd.com/ddinter/interact/1162484,2026-09-09T20:07:18+00:00
1162492,-1,DDInter790,Furosemide,DB00695,DDInter995,Itraconazole,DB01167,Unknown,Unknown,DDInter790|DDInter995,https://ddinter.scbdd.com/ddinter/interact/1162492,2026-09-09T20:07:18+00:00
1162501,-1,DDInter790,Furosemide,DB00695,DDInter393,Clarithromycin,DB01211,Unknown,Unknown,DDInter393|DDInter790,https://ddinter.scbdd.com/ddinter/interact/1162501,2026-09-09T20:07:19+00:00
1163506,-1,DDInter1675,Simvastatin,DB00641,DDInter1605,Risperidone,DB00734,Unknown,Unknown,DDInter1605|DDInter1675,https://ddinter.scbdd.com/ddinter/interact/1163506,2026-09-09T20:07:19+00:00
1163512,-1,DDInter1951,Warfarin,DB00682,DDInter1605,Risperidone,DB00734,Unknown,Unknown,DDInter1605|DDInter1951,https://ddinter.scbdd.com/ddinter/interact/1163512,2026-09-09T20:07:19+00:00
1163531,-1,DDInter1605,Risperidone,DB00734,DDInter1622,Rosuvastatin,DB01098,Unknown,Unknown,DDInter1605|DDInter1622,https://ddinter.scbdd.com/ddinter/interact/1163531,2026-09-09T20:07:19+00:00
1164256,-1,DDInter458,Cyclosporine,DB00091,DDInter413,Clopidogrel,DB00758,Unknown,Unknown,DDInter413|DDInter458,https://ddinter.scbdd.com/ddinter/interact/1164256,2026-09-09T20:07:19+00:00
1164261,-1,DDInter1915,Valsartan,DB00177,DDInter413,Clopidogrel,DB00758,Unknown,Unknown,DDInter1915|DDInter413,https://ddinter.scbdd.com/ddinter/interact/1164261,2026-09-09T20:07:19+00:00
1164262,-1,DDInter1565,Ramipril,DB00178,DDInter413,Clopidogrel,DB00758,Unknown,Unknown,DDInter1565|DDInter413,https://ddinter.scbdd.com/ddinter/interact/1164262,2026-09-09T20:07:19+00:00
1164295,-1,DDInter1913,Valproic acid,DB00313,DDInter413,Clopidogrel,DB00758,Unknown,Unknown,DDInter1913|DDInter413,https://ddinter.scbdd.com/ddinter/interact/1164295,2026-09-09T20:07:19+00:00
1164300,-1,DDInter1164,Metformin,DB00331,DDInter413,Clopidogrel,DB00758,Unknown,Unknown,DDInter1164|DDInter413,https://ddinter.scbdd.com/ddinter/interact/1164300,2026-09-09T20:07:19+00:00
1164301,-1,DDInter1326,Olanzapine,DB00334,DDInter413,Clopidogrel,DB00758,Unknown,Unknown,DDInter1326|DDInter413,https://ddinter.scbdd.com/ddinter/interact/1164301,2026-09-09T20:07:19+00:00
1164314,-1,DDInter554,Digoxin,DB00390,DDInter413,Clopidogrel,DB00758,Unknown,Unknown,DDInter413|DDInter554,https://ddinter.scbdd.com/ddinter/interact/1164314,2026-09-09T20:07:19+00:00
1164324,-1,DDInter1707,Spironolactone,DB00421,DDInter413,Clopidogrel,DB00758,Unknown,Unknown,DDInter1707|DDInter413,https://ddinter.scbdd.com/ddinter/interact/1164324,2026-09-09T20:07:20+00:00
1164363,-1,DDInter1020,Lamotrigine,DB00555,DDInter413,Clopidogrel,DB00758,Unknown,Unknown,DDInter1020|DDInter413,https://ddinter.scbdd.com/ddinter/interact/1164363,2026-09-09T20:07:20+00:00
1164366,-1,DDInter1174,Methotrexate,DB00563,DDInter413,Clopidogrel,DB00758,Unknown,Unknown,DDInter1174|DDInter413,https://ddinter.scbdd.com/ddinter/interact/1164366,2026-09-09T20:07:20+00:00
1164372,-1,DDInter638,Enalapril,DB00584,DDInter413,Clopidogrel,DB00758,Unknown,Unknown,DDInter413|DDInter638,https://ddinter.scbdd.com/ddinter/interact/1164372,2026-09-09T20:07:20+00:00
1164384,-1,DDInter1675,Simvastatin,DB00641,DDInter413,Clopidogrel,DB00758,Unknown,Unknown,DDInter1675|DDInter413,https://ddinter.scbdd.com/ddinter/interact/1164384,2026-09-09T20:07:21+00:00
1164394,-1,DDInter1095,Losartan,DB00678,DDInter413,Clopidogrel,DB00758,Unknown,Unknown,DDInter1095|DDInter413,https://ddinter.scbdd.com/ddinter/interact/1164394,2026-09-09T20:07:21+00:00
1164399,-1,DDInter790,Furosemide,DB00695,DDInter413,Clopidogrel,DB00758,Unknown,Unknown,DDInter413|DDInter790,https://ddinter.scbdd.com/ddinter/interact/1164399,2026-09-09T20:07:21+00:00
1164411,-1,DDInter1605,Risperidone,DB00734,DDInter413,Clopidogrel,DB00758,Unknown,Unknown,DDInter1605|DDInter413,https://ddinter.scbdd.com/ddinter/interact/1164411,2026-09-09T20:07:20+00:00
1164440,-1,DDInter413,Clopidogrel,DB00758,DDInter1735,Tacrolimus,DB00864,Unknown,Unknown,DDInter1735|DDInter413,https://ddinter.scbdd.com/ddinter/interact/1164440,2026-09-09T20:07:21+00:00
1164453,-1,DDInter413,Clopidogrel,DB00758,DDInter1202,Metronidazole,DB00916,Unknown,Unknown,DDInter1202|DDInter413,https://ddinter.scbdd.com/ddinter/interact/1164453,2026-09-09T20:07:21+00:00
1164477,-1,DDInter413,Clopidogrel,DB00758,DDInter883,Hydrochlorothiazide,DB00999,Unknown,Unknown,DDInter413|DDInter883,https://ddinter.scbdd.com/ddinter/interact/1164477,2026-09-09T20:07:21+00:00
1164509,-1,DDInter413,Clopidogrel,DB00758,DDInter1622,Rosuvastatin,DB01098,Unknown,Unknown,DDInter1622|DDInter413,https://ddinter.scbdd.com/ddinter/interact/1164509,2026-09-09T20:07:21+00:00
1164520,-1,DDInter413,Clopidogrel,DB00758,DDInter995,Itraconazole,DB01167,Unknown,Unknown,DDInter413|DDInter995,https://ddinter.scbdd.com/ddinter/interact/1164520,2026-09-09T20:07:21+00:00
1164538,-1,DDInter413,Clopidogrel,DB00758,DDInter1553,Quetiapine,DB01224,Unknown,Unknown,DDInter1553|DDInter413,https://ddinter.scbdd.com/ddinter/interact/1164538,2026-09-09T20:07:21+00:00
1164540,-1,DDInter413,Clopidogrel,DB00758,DDInter513,Dexamethasone,DB01234,Unknown,Unknown,DDInter413|DDInter513,https://ddinter.scbdd.com/ddinter/interact/1164540,2026-09-09T20:07:21+00:00
1164542,-1,DDInter413,Clopidogrel,DB00758,DDInter118,Aripiprazole,DB01238,Unknown,Unknown,DDInter118|DDInter413,https://ddinter.scbdd.com/ddinter/interact/1164542,2026-09-09T20:07:21+00:00
1168210,-1,DDInter608,Duloxetine,DB00476,DDInter1735,Tacrolimus,DB00864,Unknown,Unknown,DDInter1735|DDInter608,https://ddinter.scbdd.com/ddinter/interact/1168210,2026-09-09T20:07:22+00:00
1168218,-1,DDInter1951,Warfarin,DB00682,DDInter1735,Tacrolimus,DB00864,Unknown,Unknown,DDInter1735|DDInter1951,https://ddinter.scbdd.com/ddinter/interact/1168218,2026-09-09T20:07:22+00:00
1168239,-1,DDInter1735,Tacrolimus,DB00864,DDInter1622,Rosuvastatin,DB01098,Unknown,Unknown,DDInter1622|DDInter1735,https://ddinter.scbdd.com/ddinter/interact/1168239,2026-09-09T20:07:22+00:00
1169638,-1,DDInter1915,Valsartan,DB00177,DDInter1202,Metronidazole,DB00916,Unknown,Unknown,DDInter1202|DDInter1915,https://ddinter.scbdd.com/ddinter/interact/1169638,2026-09-09T20:07:22+00:00
1169639,-1,DDInter1565,Ramipril,DB00178,DDInter1202,Metronidazole,DB00916,Unknown,Unknown,DDInter1202|DDInter1565,https://ddinter.scbdd.com/ddinter/interact/1169639,2026-09-09T20:07:22+00:00
1169659,-1,DDInter1340,Omeprazole,DB00338,DDInter1202,Metronidazole,DB00916,Unknown,Unknown,DDInter1202|DDInter1340,https://ddinter.scbdd.com/ddinter/interact/1169659,2026-09-09T20:07:22+00:00
1169669,-1,DDInter1707,Spironolactone,DB00421,DDInter1202,Metronidazole,DB00916,Unknown,Unknown,DDInter1202|DDInter1707,https://ddinter.scbdd.com/ddinter/interact/1169669,2026-09-09T20:07:23+00:00
1169675,-1,DDInter608,Duloxetine,DB00476,DDInter1202,Metronidazole,DB00916,Unknown,Unknown,DDInter1202|DDInter608,https://ddinter.scbdd.com/ddinter/interact/1169675,2026-09-09T20:07:22+00:00
1170445,-1,DDInter743,Fluconazole,DB00196,DDInter20,Acetylsalicylic acid,DB00945,Unknown,Unknown,DDInter20|DDInter743,https://ddinter.scbdd.com/ddinter/interact/1170445,2026-09-09T20:07:23+00:00
1170451,-1,DDInter157,Azithromycin,DB00207,DDInter20,Acetylsalicylic acid,DB00945,Unknown,Unknown,DDInter157|DDInter20,https://ddinter.scbdd.com/ddinter/interact/1170451,2026-09-09T20:07:22+00:00
1170483,-1,DDInter1164,Metformin,DB00331,DDInter20,Acetylsalicylic acid,DB00945,Unknown,Unknown,DDInter1164|DDInter20,https://ddinter.scbdd.com/ddinter/interact/1170483,2026-09-09T20:07:23+00:00
1170485,-1,DDInter1326,Olanzapine,DB00334,DDInter20,Acetylsalicylic acid,DB00945,Unknown,Unknown,DDInter1326|DDInter20,https://ddinter.scbdd.com/ddinter/interact/1170485,2026-09-09T20:07:23+00:00
1170533,-1,DDInter1607,Ritonavir,DB00503,DDInter20,Acetylsalicylic acid,DB00945,Unknown,Unknown,DDInter1607|DDInter20,https://ddinter.scbdd.com/ddinter/interact/1170533,2026-09-09T20:07:23+00:00
1170546,-1,DDInter1020,Lamotrigine,DB00555,DDInter20,Acetylsalicylic acid,DB00945,Unknown,Unknown,DDInter1020|DDInter20,https://ddinter.scbdd.com/ddinter/interact/1170546,2026-09-09T20:07:23+00:00
1170549,-1,DDInter293,Carbamazepine,DB00564,DDInter20,Acetylsalicylic acid,DB00945,Unknown,Unknown,DDInter20|DDInter293,https://ddinter.scbdd.com/ddinter/interact/1170549,2026-09-09T20:07:23+00:00
1170565,-1,DDInter1675,Simvastatin,DB00641,DDInter20,Acetylsalicylic acid,DB00945,Unknown,Unknown,DDInter1675|DDInter20,https://ddinter.scbdd.com/ddinter/interact/1170565,2026-09-09T20:07:23+00:00
1170585,-1,DDInter1605,Risperidone,DB00734,DDInter20,Acetylsalicylic acid,DB00945,Unknown,Unknown,DDInter1605|DDInter20,https://ddinter.scbdd.com/ddinter/interact/1170585,2026-09-09T20:07:23+00:00
1170618,-1,DDInter1735,Tacrolimus,DB00864,DDInter20,Acetylsalicylic acid,DB00945,Unknown,Unknown,DDInter1735|DDInter20,https://ddinter.scbdd.com/ddinter/interact/1170618,2026-09-09T20:07:25+00:00
1170629,-1,DDInter1202,Metronidazole,DB00916,DDInter20,Acetylsalicylic acid,DB00945,Unknown,Unknown,DDInter1202|DDInter20,https://ddinter.scbdd.com/ddinter/interact/1170629,2026-09-09T20:07:24+00:00
1170654,-1,DDInter20,Acetylsalicylic acid,DB00945,DDInter883,Hydrochlorothiazide,DB00999,Unknown,Unknown,DDInter20|DDInter883,https://ddinter.scbdd.com/ddinter/interact/1170654,2026-09-09T20:07:24+00:00
1170671,-1,DDInter20,Acetylsalicylic acid,DB00945,DDInter1590,Rifampicin,DB01045,Unknown,Unknown,DDInter1590|DDInter20,https://ddinter.scbdd.com/ddinter/interact/1170671,2026-09-09T20:07:24+00:00
1170678,-1,DDInter20,Acetylsalicylic acid,DB00945,DDInter133,Atorvastatin,DB01076,Unknown,Unknown,DDInter133|DDInter20,https://ddinter.scbdd.com/ddinter/interact/1170678,2026-09-09T20:07:24+00:00
1170683,-1,DDInter20,Acetylsalicylic acid,DB00945,DDInter1622,Rosuvastatin,DB01098,Unknown,Unknown,DDInter1622|DDInter20,https://ddinter.scbdd.com/ddinter/interact/1170683,2026-09-09T20:07:24+00:00
1170696,-1,DDInter20,Acetylsalicylic acid,DB00945,DDInter995,Itraconazole,DB01167,Unknown,Unknown,DDInter20|DDInter995,https://ddinter.scbdd.com/ddinter/interact/1170696,2026-09-09T20:07:24+00:00
1170707,-1,DDInter20,Acetylsalicylic acid,DB00945,DDInter393,Clarithromycin,DB01211,Unknown,Unknown,DDInter20|DDInter393,https://ddinter.scbdd.com/ddinter/interact/1170707,2026-09-09T20:07:24+00:00
1170708,-1,DDInter20,Acetylsalicylic acid,DB00945,DDInter334,Ceftriaxone,DB01212,Unknown,Unknown,DDInter20|DDInter334,https://ddinter.scbdd.com/ddinter/interact/1170708,2026-09-09T20:07:25+00:00
1170712,-1,DDInter20,Acetylsalicylic acid,DB00945,DDInter1553,Quetiapine,DB01224,Unknown,Unknown,DDInter1553|DDInter20,https://ddinter.scbdd.com/ddinter/interact/1170712,2026-09-09T20:07:25+00:00
1170714,-1,DDInter20,Acetylsalicylic acid,DB00945,DDInter118,Aripiprazole,DB01238,Unknown,Unknown,DDInter118|DDInter20,https://ddinter.scbdd.com/ddinter/interact/1170714,2026-09-09T20:07:25+00:00
1172699,-1,DDInter1915,Valsartan,DB00177,DDInter883,Hydrochlorothiazide,DB00999,Unknown,Unknown,DDInter1915|DDInter883,https://ddinter.scbdd.com/ddinter/interact/1172699,2026-09-09T20:07:25+00:00
1172736,-1,DDInter1707,Spironolactone,DB00421,DDInter883,Hydrochlorothiazide,DB00999,Unknown,Unknown,DDInter1707|DDInter883,https://ddinter.scbdd.com/ddinter/interact/1172736,2026-09-09T20:07:25+00:00
1172745,-1,DDInter1607,Ritonavir,DB00503,DDInter883,Hydrochlorothiazide,DB00999,Unknown,Unknown,DDInter1607|DDInter883,https://ddinter.scbdd.com/ddinter/interact/1172745,2026-09-09T20:07:25+00:00
1172758,-1,DDInter1020,Lamotrigine,DB00555,DDInter883,Hydrochlorothiazide,DB00999,Unknown,Unknown,DDInter1020|DDInter883,https://ddinter.scbdd.com/ddinter/interact/1172758,2026-09-09T20:07:25+00:00
1172767,-1,DDInter1675,Simvastatin,DB00641,DDInter883,Hydrochlorothiazide,DB00999,Unknown,Unknown,DDInter1675|DDInter883,https://ddinter.scbdd.com/ddinter/interact/1172767,2026-09-09T20:07:25+00:00
1172776,-1,DDInter1095,Losartan,DB00678,DDInter883,Hydrochlorothiazide,DB00999,Unknown,Unknown,DDInter1095|DDInter883,https://ddinter.scbdd.com/ddinter/interact/1172776,2026-09-09T20:08:40+00:00
1172803,-1,DDInter1735,Tacrolimus,DB00864,DDInter883,Hydrochlorothiazide,DB00999,Unknown,Unknown,DDInter1735|DDInter883,https://ddinter.scbdd.com/ddinter/interact/1172803,2026-09-09T20:07:26+00:00
1172812,-1,DDInter1202,Metronidazole,DB00916,DDInter883,Hydrochlorothiazide,DB00999,Unknown,Unknown,DDInter1202|DDInter883,https://ddinter.scbdd.com/ddinter/interact/1172812,2026-09-09T20:07:26+00:00
1172841,-1,DDInter883,Hydrochlorothiazide,DB00999,DDInter1590,Rifampicin,DB01045,Unknown,Unknown,DDInter1590|DDInter883,https://ddinter.scbdd.com/ddinter/interact/1172841,2026-09-09T20:07:26+00:00
1172848,-1,DDInter883,Hydrochlorothiazide,DB00999,DDInter1622,Rosuvastatin,DB01098,Unknown,Unknown,DDInter1622|DDInter883,https://ddinter.scbdd.com/ddinter/interact/1172848,2026-09-09T20:07:26+00:00
1172854,-1,DDInter883,Hydrochlorothiazide,DB00999,DDInter995,Itraconazole,DB01167,Unknown,Unknown,DDInter883|DDInter995,https://ddinter.scbdd.com/ddinter/interact/1172854,2026-09-09T20:07:26+00:00
1172861,-1,DDInter883,Hydrochlorothiazide,DB00999,DDInter393,Clarithromycin,DB01211,Unknown,Unknown,DDInter393|DDInter883,https://ddinter.scbdd.com/ddinter/interact/1172861,2026-09-09T20:07:26+00:00
1174999,-1,DDInter1326,Olanzapine,DB00334,DDInter900,Ibuprofen,DB01050,Unknown,Unknown,DDInter1326|DDInter900,https://ddinter.scbdd.com/ddinter/interact/1174999,2026-09-09T20:07:26+00:00
1175001,-1,DDInter1340,Omeprazole,DB00338,DDInter900,Ibuprofen,DB01050,Unknown,Unknown,DDInter1340|DDInter900,https://ddinter.scbdd.com/ddinter/interact/1175001,2026-09-09T20:07:26+00:00
1175045,-1,DDInter1020,Lamotrigine,DB00555,DDInter900,Ibuprofen,DB01050,Unknown,Unknown,DDInter1020|DDInter900,https://ddinter.scbdd.com/ddinter/interact/1175045,2026-09-09T20:07:27+00:00
1175051,-1,DDInter1675,Simvastatin,DB00641,DDInter900,Ibuprofen,DB01050,Unknown,Unknown,DDInter1675|DDInter900,https://ddinter.scbdd.com/ddinter/interact/1175051,2026-09-09T20:07:27+00:00
1175071,-1,DDInter1605,Risperidone,DB00734,DDInter900,Ibuprofen,DB01050,Unknown,Unknown,DDInter1605|DDInter900,https://ddinter.scbdd.com/ddinter/interact/1175071,2026-09-09T20:07:27+00:00
1175100,-1,DDInter1202,Metronidazole,DB00916,DDInter900,Ibuprofen,DB01050,Unknown,Unknown,DDInter1202|DDInter900,https://ddinter.scbdd.com/ddinter/interact/1175100,2026-09-09T20:07:27+00:00
1175130,-1,DDInter1590,Rifampicin,DB01045,DDInter900,Ibuprofen,DB01050,Unknown,Unknown,DDInter1590|DDInter900,https://ddinter.scbdd.com/ddinter/interact/1175130,2026-09-09T20:07:27+00:00
1175137,-1,DDInter900,Ibuprofen,DB01050,DDInter1622,Rosuvastatin,DB01098,Unknown,Unknown,DDInter1622|DDInter900,https://ddinter.scbdd.com/ddinter/interact/1175137,2026-09-09T20:07:27+00:00
1175147,-1,DDInter900,Ibuprofen,DB01050,DDInter995,Itraconazole,DB01167,Unknown,Unknown,DDInter900|DDInter995,https://ddinter.scbdd.com/ddinter/interact/1175147,2026-09-09T20:07:27+00:00
1175155,-1,DDInter900,Ibuprofen,DB01050,DDInter393,Clarithromycin,DB01211,Unknown,Unknown,DDInter393|DDInter900,https://ddinter.scbdd.com/ddinter/interact/1175155,2026-09-09T20:07:27+00:00
1175157,-1,DDInter900,Ibuprofen,DB01050,DDInter1553,Quetiapine,DB01224,Unknown,Unknown,DDInter1553|DDInter900,https://ddinter.scbdd.com/ddinter/interact/1175157,2026-09-09T20:07:28+00:00
1175163,-1,DDInter900,Ibuprofen,DB01050,DDInter118,Aripiprazole,DB01238,Unknown,Unknown,DDInter118|DDInter900,https://ddinter.scbdd.com/ddinter/interact/1175163,2026-09-09T20:07:28+00:00
1175224,-1,DDInter458,Cyclosporine,DB00091,DDInter83,Amoxicillin,DB01060,Unknown,Unknown,DDInter458|DDInter83,https://ddinter.scbdd.com/ddinter/interact/1175224,2026-09-09T20:07:28+00:00
1175228,-1,DDInter1915,Valsartan,DB00177,DDInter83,Amoxicillin,DB01060,Unknown,Unknown,DDInter1915|DDInter83,https://ddinter.scbdd.com/ddinter/interact/1175228,2026-09-09T20:07:28+00:00
1175229,-1,DDInter1565,Ramipril,DB00178,DDInter83,Amoxicillin,DB01060,Unknown,Unknown,DDInter1565|DDInter83,https://ddinter.scbdd.com/ddinter/interact/1175229,2026-09-09T20:07:28+00:00
1175234,-1,DDInter743,Fluconazole,DB00196,DDInter83,Amoxicillin,DB01060,Unknown,Unknown,DDInter743|DDInter83,https://ddinter.scbdd.com/ddinter/interact/1175234,2026-09-09T20:07:28+00:00
